Unnamed: 0,titulo,resumo,palavrasChave,areasCiencia,texto_completo,llama_response
7430,a resolução de problemas na formação inicial de professores de química,"este trabalho objetiva analisar as contribuições de um processo formativo sobre o ensino e aprendizagem baseado na resolução de problemas (eabrp) para a formação inicial de professores de química da universidade federal rural de pernambuco (ufrpe). para isso a pesquisadora elaborou tarefas, implementou o planejamento e analisou o processo de aprendizagem de seis licenciandos que cursavam a disciplina de instrumentação para o ensino de química ii, na ufrpe, durante uma intervenção com duração de quatro semanas, no contexto do estágio à docência. o presente estudo envolve uma abordagem qualitativa do tipo estudo de caso. os procedimentos metodológicos adotados para o desenvolvimento dessa pesquisa foram organizados em quatro etapas: 1) avaliação diagnóstica; 2) processo formativo; 3) elaboração de propostas didáticas e 4) grupo focal. para realizar a análise dos dados oriundos da avaliação diagnóstica; das tarefas sobre diferenciação entre exercício e problema, e tipologia de problemas; as propostas didáticas e o grupo focal foram estabelecidas categorias a posteriori baseadas nas respostas dos licenciandos, tendo por base as pesquisas de freire e silva (2013); batinga (2010); pozo (1998) e lopes (1994). enquanto que para analisar a estrutura das tarefas do processo formativo foram utilizadas algumas categorias propostas por leontiev (1985): objetivos, ações, sujeitos, sistema de operações e resultados. os resultados da análise indicam que: durante a avaliação diagnóstica emergiram concepções sobre problema e exercício que se aproximam das definições adotadas na literatura, entretanto, ao elaborarem possíveis problemas, a maioria, confunde as características de problemas e exercícios; sobre a análise das tarefas pode-se inferir que se constituem como potenciais atividades de aprendizagem, pois apresentam intencionalidade e sistematização, além de promover uma relação dialética entre os sujeitos envolvidos e os componentes da atividade, gerando maiores possibilidades de apropriação do conhecimento sobre o eabrp; quando questionados sobre as diferenças entre exercício e problema os licenciandos souberam distingui-los e reconheceram algumas características que diferenciam estes enunciados, mas quando se propõem a construir problemas do tipo escolar utiliza-se de aspectos que mais se assemelham ao que se entende por exercício; quando foi solicitado aos licenciandos que identificassem as tipologias dos problemas, os mesmos conseguiram se apropriar das particularidades de cada tipo de problema, ao passo que as justificativas foram coerentes com as definições de pozo (1998); foi possível perceber que no processo de construção das propostas didáticas os licenciandos encontraram dificuldades em planejar situações de ensino e aprendizagem baseadas na resolução de problemas, isto porque, estão ainda muito enraizados os elementos do modelo de ensino tradicional. por fim, fazendo uma comparação entre as concepções dos licenciandos na avaliação diagnóstica e no grupo focal, pudemos perceber que houve alguns avanços significativos na compreensão dos pressupostos teóricos e metodológicos do eabrp.",ensino de química; formação de professores; resolução de problemas.,q,a resolução de problemas na formação inicial de professores de química q,q
2075,"recepção, transmissão e processamento de dados: aplicação de uma seqüência didática no ensino médio de física, estrutura sob a perpectiva cts.","o presente trabalho consistiu na elaboração, aplicação e avaliação de uma seqüência didática estruturada sob a perspectiva de ensino cts (ciência, tecnologia e sociedade) para o ensino de física no nível médio. a experiência foi levada a efeito em duas etapas: uma aplicação piloto, com uma turma, no último trimestre de 2003 e, baseada na análise dos resultados observados nesta, uma segunda aplicação com algumas modificações visando torná-la mais efetiva, com outra turma, no primeiro trimestre de 2004, em uma escola pertencente à rede municipal de brusque, santa catarina. nesta dissertação são apresentados e discutidos de forma mais elaborada os resultados da segunda aplicação. além destas duas aplicações a seqüência didática foi aplicada em mais duas turmas em cada etapa. o objetivo principal da pesquisa foi analisar a inserção desta perspectiva de ensino em termos de motivação e aprendizagem dos alunos. para a aplicação deste trabalho, como pressupostos metodológicos de ensino foram utilizados os momentos pedagógicos propostos por delizoicov e angotti. como instrumentos para a coleta de dados foram utilizados materiais produzidos pelos alunos, questionários, entrevistas, gravação das aulas em áudio e, de partes de algumas, em vídeo. mesmo encontrando algumas dificuldades, os resultados foram positivos. mais ainda, apesar do habitual receio e necessárias adaptações para adequar-se às novidades, foi verificado que não só os alunos, mas a comunidade escolar como um todo espera por mudanças no quadro atual do ensino de ciências em geral, e de física, em particular.","seqüência didática, ensino de física para o nível médio, perspectiva cts, momentos pedagógicos.",f,"recepção, transmissão e processamento de dados: aplicação de uma seqüência didática no ensino médio de física, estrutura sob a perpectiva cts. f",f
3498,consumo energético: um tema para o presente ou para o futuro?,"este trabalho tem por objetivo analisar as possibilidades e limitações de ampliar conceitos relativos à energia no âmbito da disciplina de física, bem como tal ampliação pode fomentar as discussões acerca da necessidade de se repensar o alto consumo energético no cotidiano. a pesquisa e a prática pedagógica que engendraram a dissertação foram desenvolvidas junto a uma turma de alunos do primeiro ano do ensino médio de uma escola em um município no interior do rio grande do sul. os aportes teóricos que sustentam a investigação são relativos aos conceitos de energia como: fontes de energia, tipos de energia, medidas de energia, transformações energéticas, equilíbrio térmico, rendimento de máquinas, aproveitamento de energia em seus entrecruzamentos com os estudos que preconizam a importância da investigação das ideias prévias dos alunos conforme descritas nos estudos de harres (1990). o material de pesquisa está constituído por questionário de ideias prévias, material escrito e produzido pelos alunos durante as aulas e anotações do pesquisador em um diário de campo. a análise efetuada sobre o material de pesquisa mostrou que, inicialmente, os alunos não demonstravam conhecimento científico mais adequado a respeito de energia e tampouco problematizavam questões relativas ao alto consumo energético diário. também foi possível inferir que a utilização do material didático elaborado pelo pesquisador permitiu alteração das ideias prévias dos alunos acerca da temática pesquisada, bem como se tornou central para discussões que apontam para a necessidade de toda a sociedade economizar energia. ",ensino-aprendizagem de física; consumo energético,f,consumo energético: um tema para o presente ou para o futuro? f,f
3689,ser (animal) humano: evolucionismo e criacionismo nas concepções de alguns graduandos em ciências biológicas.,"diversos estudos investigaram o espaço do ser humano no campo das ciências biológicas. partindo do entendimento do currículo visível em documentos oficiais e livros didáticos, perceberam que as discussões se fixam principalmente nos conteúdos sobre o corpo. neste trabalho, buscou-se mostrar que as ciências biológicas, enraizadas no paradigma evolucionista, têm apresentado novas versões sobre a origem, a natureza e a finitude humana. pensar sobre quem somos, de onde viemos e para onde vamos, sob o enfoque evolucionista, amplia o conjunto de discursos possíveis sobre o ser humano, trazendo alternativas àqueles tradicionalmente instituídos, por exemplo, pelas religiões. o debate sobre influências desses dois campos, religião e ciência, na formação das concepções de ser humano para o professor de biologia pode ser importante motivador de reflexões, dentre outras, sobre ética e diferenças culturais. neste sentido, o objetivo desta pesquisa foi identificar influências de tendências evolutivas e criacionistas nas concepções sobre o ser humano, a partir dessas três questões existenciais (quem somos, de onde viemos e para onde vamos), conforme manifestações de estudantes universitários de ciências biológicas da universidade do estado de mato grosso (unemat), campus de tangará da serra. foram buscadas também, relações entre tais tendências e alguns elementos do perfil sócio-cultural desses discentes. foram realizadas duas coletas de dados. primeiramente, foi aplicada uma entrevista coletiva que contribuiu para a construção do segundo instrumento, um questionário de múltiplas escolhas. a entrevista foi aplicada a 10 alunos do segundo ao sétimo semestre e o questionário a todos os discentes do curso que estiveram presentes na universidade durante as datas das coletas, o que totalizou 159 indivíduos. os dados verbais foram transcritos e interpretados por análise temática de conteúdo e os dados numéricos foram descritos e testados após processamento em um software estatístico. o debate sobre o ser humano na formação em biologia evidencia-se como articulador do debate sobre diferentes formas de conhecimento e de compreensão da realidade. especificamente, foi bastante fecundo para a compreensão da relação entre explicações evolucionistas e criacionistas acerca da posição da humanidade no universo. por outro lado, a abordagem revela a necessidade de pensar, com maior cuidado, sobre a amplitude da dimensão humana no ensino-aprendizagem desse campo, de modo que outros aspectos, além do enfoque biomédico, sejam englobados.","educação em ciências, ensino de biologia, ser humano.",b,ser (animal) humano: evolucionismo e criacionismo nas concepções de alguns graduandos em ciências biológicas. b,b
5365,educação cts e genética - elementos para a sala de aula: potencialidades e desafios,"o   presente   trabalho analisa, a partir de uma experiência concreta de ensino-aprendizagem, a  aplicação  do  enfoque  cts  em  aulas  de  biologia,  dedicadas  a conteúdos  de  genética.  a  pesquisa  está  fundamentada  nas  chamadas  abordagens qualitativas,   configurando-se   como   uma pesquisa   de intervenção. o processo de intervenção  foi  realizado  no “colégio estadual maria josé de lima silveira”, escola da  rede  pública localizada  no  município  de  jequié/ba,  durante  duas  unidades escolares  (2ª  e  3ª  unidades),  envolvendo  19  alunos,  integrantes  de  uma  turma  de  3º ano  do  ensino  médio. a  constituição  dos  dados  foi  elaborada  ao  longo  de  todo  o processo e utilizamos para isso os seguintes instrumentos: i) observação participante, ii)  material  produzido  pelos  educandos  (atividades  escritas, textos,  atividades  em grupo, etc.); iii) questionário, com questões semi-estruturadas, aplicado  junto  aos alunos participantes da pesquisa; iv) grupo focal, para   o   recolhimento   de depoimentos de alguns alunos; v) dados obtidos por meio do controle da frequência dos  estudantes, e por  fim; vi)  entrevista  com  a  professora  regente  da  turma. para amparar o processo de análise lançamos mão de seis  categorias descritas a seguir: i) articulação  da  tríade  cts; ii) natureza  da  ciência; iii) metodologia e recursos didáticos empregados, iv) perspectivas  dos  alunos  sobre  o  processo  de  ensino-aprendizagem desenvolvido; v) perspectivas da professora regente sobre o processo desenvolvido e; vi) perspectivas da professora/pesquisadora também sobre o processo de ensino-aprendizagem realizado. ao final do trabalho desenvolvido, inferimos que a proposta realizada oferece significativa contribuição para mudanças no ensino-aprendizagem de biologia, em função de aspectos como: a diversidade de estratégias pedagógicas, a utilização de diversos recursos didáticos, a maior interação entre  professores  e  alunos,  além  da  adoção  de  uma  abordagem  contextualizada  dos conteúdos. também nos proporcionou maior conhecimento em relação a os limites e possibilidades da utilização da educação cts no ensino de ciências e revelou-se uma interessante proposta de ensino, abrindo espaço em sala de aula para   o aprofundamento do estudo de temas relacionados à genética, a discussão de questões sociocientíficas e, de  forma  mais  ampla,  a  adoção  de  uma  perspectiva  de ensino preocupada com a formação para a cidadania. ",educação cts. ensino de ciências; genética.,b,educação cts e genética - elementos para a sala de aula: potencialidades e desafios b,b
5576,experiência de integração do moodle no ensino de física no ensino médio: percepção dos alunos.,"este estudo teve por objetivo geral identificar e analisar a percepção dos alunos do ensino médio acerca do uso e da integração do ambiente virtual de aprendizagem moodle no ensino e aprendizagem de física. a investigação foi desenvolvida na 2ª série do ensino médio na disciplina de física de uma escola pública federal de santa catarina. o trabalho tem como base a teoria histórico-cultural de vygotsky. adotouse uma abordagem qualitativa e quantitativa para análise dos dados e o método de estudo de caso exploratório do tipo etnográfico como recurso metodológico. na percepção dos alunos, o ava moodle contribui para motivação para o estudo e interesse para revisar o conteúdo utilizando recursos como vídeos, explicações de colegas, resolução de exercícios online, simuladores e jogos. é um espaço que possibilita a comunicação e facilita a interação dos alunos com o conteúdo e com o professor. proporciona novas formas de aprender para além da exposição do professor, fora do ambiente escolar. ",tic; ambiente virtual de aprendizagem; moodle; ensino de física,f,experiência de integração do moodle no ensino de física no ensino médio: percepção dos alunos. f,f
4848,equimídi@: uma hipermídia como estratégia pedagógica no ensino de equilíbrio químico,"este trabalho apresenta uma pesquisa sobre o ensino de equilíbrio químico no ensino médio onde se detectou que os processos de ensino-aprendizagem dos conteúdos relacionados a este conhecimento químico, possuem problemas de ordem cognitiva que envolve os professores, os alunos e os materiais didáticos, neste caso, os livros didáticos de química. a partir do estudo desses problemas, foi proposto um material didático digital como estratégia pedagógica para o ensino de equilíbrio químico. a pesquisa foi realizada tendo como pressuposto a metodologia qualitativa, onde estão presentes a abordagem exploratória, a pesquisa documental e o estudo de caso, se fazendo de instrumentos de coleta de dados dois questionários, documentos, entre eles, livros didáticos e artigos relacionados ao ensino de equilíbrio químico e a aplicação de tecnologias da informação e comunicação (tic) na educação, além de uma reunião com os sujeitos da pesquisa que avaliaram o material didático. os problemas encontrados na pesquisa sobre os conteúdos que cercam o equilíbrio químico são relatados em pesquisas científicas desde o início do século passado. estes problemas estão associados principalmente às dificuldades de abstração dos conceitos que os alunos possuem. este fato prejudica a construção conceitual e possivelmente está associada às metodologias que são utilizadas pelos autores de livros didáticos e pelo professor da disciplina. com o objetivo de contribuir na resolução dos problemas de aprendizagem que cercam o ensino de equilíbrio químico, foi proposta uma estratégia de ensino que utiliza as tic tendo como base, pesquisas que apontam que estes recursos colaboram para o desenvolvimento cognitivo dos indivíduos. sendo assim, desenvolveu-se um material no formato de hipermídia. a escolha deste formato se deve as inúmeras possibilidades de apresentação de conteúdos que este recurso permite, proporcionando um ambiente mais dinâmico para a aprendizagem, além de propiciar a interatividade do usuário com o material, tornando o indivíduo mais participativo em sua aprendizagem, o que pode resultar na elaboração e entendimento dos conceitos de maneira mais significativa. o material desenvolvido, o qual foi denominado de equimídi@, é constituído por vários tipos de mídias como, vídeos, simuladores e textos e que estão organizados por meio de software. seu desenvolvimento considerou aspectos técnicos relacionados à interface computacional, como por exemplo, interatividade e visualização das informações e também aspectos pedagógicos, tais como, a construção dos conceitos e a contextualização dos conteúdos. para verificar a viabilidade do material didático proposto, a equimídi@ passou por uma avaliação que foi realizada por membros que integram o grupo do programa institucional de bolsa de iniciação à docência (pibid) do curso de licenciatura em química da ufmt, campus cuiabá. os resultados mostraram que a equimídi@ possui potencial educacional relevante, podendo resultar no desenvolvimento cognitivo do usuário de maneira a contribuir significativamente na aprendizagem dos conceitos de equilíbrio químico.",ensino de química; hipermídia; equilíbrio químico.,q,equimídi@: uma hipermídia como estratégia pedagógica no ensino de equilíbrio químico q,q
6703,desenvolvimento de recusos e estratégias para o ensino-aprendizagem de radiotividade,"neste trabalho relatamos uma experiência de ensino de radioatividade para uma turma de terceira série do ensino médio de uma escola particular localizada no centro do município de nova iguaçu, rio de janeiro. os eixos balizadores desta dissertação foram o movimento ciência-tecnologia-sociedade (cts), aliados ao referencial teórico do educador paulo freire, onde se buscava como objetivo principal a elaboração, aplicação e avaliação de uma sequência didática (sd) para abordar o conteúdo, buscando construir junto aos alunos habilidades e competências necessárias para a tomada de decisão e o desenvolvimento de uma visão crítica de mundo, onde os alunos são cidadãos. a “crise hídrica” foi utilizada como tema gerador, que sustentou todo desenvolvimento da sequência didática. para coleta de dados, questionários mistos com perguntas abertas e fechadas foram desenvolvidos e aplicados como pré e pós-testes. a avaliação de conteúdo foi realizada através de uma prova discursiva englobando questões relacionadas aos aspectos históricos, teóricos e sociais. além disso, um teatro na forma de júri simulado foi utilizado a fim de criar um momento de debate e discussão acerca do tema. resultados mostram que a sequência utilizada gerou modificação no pensamento simplista e ingênuo dos alunos, e estes tornaram-se mais críticos e capazes de tomar decisões sobre os problemas que enfrentam, avaliando seus riscos e benefícios.",radioatividade; cts; sequência didática; alfabetização científica,f,desenvolvimento de recusos e estratégias para o ensino-aprendizagem de radiotividade f,f
6219,a contextualização da física aplicada em situações de mobilidade urbana,"a mobilidade urbana está tão ligada ao nosso cotidiano, assim como as leis físicas, perante o desafio em ensinar física aos alunos de uma forma mais próxima e atrativa. são várias as dificuldades que o professor enfrenta para introduzir a compreensão do importante conteúdo de física que consta no currículo da secretaria de educação do estado de são paulo. tendo como base as dificuldades enfrentadas, foi proposto o trabalho de aproximar a física dos alunos, de forma a desenvolver um material onde o professor apresenta temas e situações condizentes com a realidade e merecedoras de discussão. problemas envolvendo cálculos poderão ser criados de acordo com o desenvolvimento das aulas usando o material disponível para cada situação. envolver o aluno com a física no trânsito pode trazer a consciência de que ter o domínio do veículo é muito mais que uma habilidade, é ter um domínio da física. não são os cálculos, mais sim os conceitos, reconhecidos e aplicados no momento certo, que nos mantém, com segurança, na estrada. a apresentação de um livro paradidático, como conclusão do trabalho, será desenvolvida dentro das metodologias apresentada. a metodologia desenvolvida contou com a base da teoria de aprendizagem sociointeracionaista, proposta por lev s. vygotsky. este trabalho vem complementar e apoiar as atividades que constam no currículo estabelecido pela secretaria de educação do estado de são paulo, além de melhorar o ensino-aprendizagem desenvolvido nas escolas públicas do estado.",mobilidade urbana; cotidiano; realidade; currículo de física.,f,a contextualização da física aplicada em situações de mobilidade urbana f,f
7672,representações tridimensionais de moléculas: o papel da interatividade sob o olhar das habilidades visuoespaciais,"comumente, estudos sobre visualização de moléculas baseiam-se em duas abordagens: i-tomar dados semi-quantitativos gerais de muitos indivíduos, ii – tomar dados qualitativos específicos com pequenos grupos. nesta pesquisa propomos uma metodologia de registro e análise das interações de estudantes com representações de estruturas moleculares tridimensionais interativas que pode contemplar as duas abordagens. parte-se de um problema que é a manipulação de uma representação de estrutura molecular interativa até que o aluno a considere igual a outra representação estrutural estática da mesma molécula. no processo, registra-se a curva da diferença de orientação entre as representações versus o tempo. além do tempo de resolução (tres) e do tempo total (ttot), registra-se a posição da representação a cada movimento do estudante. foram realizadas tomadas de dados com 50 estudantes (17 de cursinho popular e 33 graduandos em cursos de química e correlatos), por meio de uma sequência incluindo os seguintes testes e questionários: questionário de exposição prévia e familiaridade com representações de estruturas moleculares, teste de interpretação de representações estáticas 3d para 2d, teste de rotação mental (pvrot), teste de ishihara para daltonismo, questionário de usabilidade, e a aplicação da ferramenta com as versões colorida (cpk) e cinza do modelo bola-bastão da molécula da batracotoxina. a análise hierárquica de grupos dos dados indica 4 perfis distintos: 1 (n=21, tres colorido=16s, tres cinza=13s); 2 (n=9, tres colorido=25s, tres cinza=77s), 3 (n=8, tres colorido=53s, tres cinza=24s) e 4 (n=12, tres colorido=19s, tres cinza=31s). a baixa correlação de pearson (-0,39) entre pv-rot e tres sugere que o fato das representações serem interativas permite superar diferenças individuais na habilidade de rotação, sobretudo nos grupos 2, 3 e 4. átomos coloridos parecem ser referências visuais importantes para estudantes de 2 e 4. não se observou diferenças significativas de gênero.",habilidades visuoespaciais;tecnologias da informação e do conhecimento;representações;estrutura tridimensional de moléculas,q,representações tridimensionais de moléculas: o papel da interatividade sob o olhar das habilidades visuoespaciais q,q
1312,o caminho da interdisciplinaridade no ensino técnico: a disciplina de química orgânica no centro federal de educação tecnológica de química de nilópolis - unidade rio de janeiro.,": focalizando a disciplina de química orgânica dos cursos oferecidos pelo cefeteq-unidade maracanã, procuramos analisar nesse trabalho a pertinência do uso de uma visão interdisciplinar no ensino técnico. depois de sinalizar os diversos momentos e mudanças que a disciplina sofreu desde a criação da instituição, analisamos, através de um roteiro de questões, a fala de alguns professores de diversas disciplinas a respeito do conceito de interdisciplinaridade, a pertinência do seu atual programa, que apresenta um perfil interdisciplinar assim como suas atuais dificuldades de aplicação. fundamentamos esse trabalho nas idéias de edgar morin sobre a complexidade.",ensino técnico; química orgânica; interdisciplinaridade,q,o caminho da interdisciplinaridade no ensino técnico: a disciplina de química orgânica no centro federal de educação tecnológica de química de nilópolis - unidade rio de janeiro. q,q
6815,produção de diferentes mídias na investigação de modelos de estudantes do ensino médio sobre mudanças de estados físicos da matéria,"neste trabalho o objetivo foi analisar um estudo sobre a percepção de estudantes do 2o e do 3o ano do ensino médio quanto à representação submicroscópica de processos de mudança de estado físico da matéria, pois, em minha carreira docente, sempre percebi grande dificuldade dos alunos nas correlações entre o universo químico macro para o submicro. foi utilizada uma metodologia qualitativa, com a participação de 32 alunos de um colégio particular da cidade de são paulo, sp. a sequência das atividades desenvolvidas iniciou-se pela leitura de um texto sobre propriedades da matéria, seguindo-se uma aula experimental sobre pontos de fusão e ebulição de substâncias puras e misturas. após discussões em pequenos grupos e, subsequentemente, com uma exposição dos resultados com a sala em geral, foi proposto que os estudantes elaborassem imagens que representassem sua compreensão acerca do fenômeno de mudança de estado físico no nível submicroscópico. após um encontro com discussões sobre as imagens produzidas nas cartolinas, elaborou-se um recurso audiovisual por grupo sobre processo de fusão e/ou ebulição. para um entendimento mais preciso dos modelos produzidos foram feitas entrevistas com os grupos, tanto pós-produção das imagens da cartolina como também do recurso audiovisual. foram elaboradas categorias das imagens, fornecendo indícios analíticos comparativos nas diferentes fases das atividades executadas, do que se pôde inferir que, a princípio, houve dificuldade, por parte dos estudantes, em expor seus modelos, e as explicações referentes ao domínio submicro no início do processo, além de simples, apresentavam erros conceituais, tais como a posição espacial das partículas ou a indistinção entre substância e mistura. ao final do processo, pós-produção do recurso audiovisual, identificou-se uma evolução positiva considerável dos modelos expressos, por apresentarem características mais consistentes cientificamente, como também o discurso dos estudantes tornou-se mais coerente e seguro. percebemos a importância de criar oportunidades frequentes para que os estudantes construam modelos sobre fenômenos, com diferentes formas de representação, sendo o processo apoiado por discussão, pois, além do fato de essa prática favorecer a percepção de suas dificuldades conceituais, isso os ajuda a selecionar e a organizar suas informações, contribuindo para que desenvolvam concepções escolares, acerca do assunto estudado, mais próximas daquelas aceitas pela comunidade científica. também pudemos constatar que a diversidade de linguagens se faz necessária no ensino de química, pois, para se atingir maior audiência, há a obrigatoriedade de diferentes formas de expressão do mesmo contexto, o que chamamos de multimodalidade. concluímos que esse sistema de aprendizagem multimodal é importante, pois, com o uso de diversas formas de abordagem, por meio de diferentes ferramentas (textos, experimento, imagens, discussão), conseguimos não só alcançar maior interesse de grande parte dos estudantes, mas que eles fossem participantes ativos e críticos, fazendo parte da construção do seu conhecimento, ao invés de serem simples ouvintes que absorvem informações.",ensino de química; modelo; submicroscópico,q,produção de diferentes mídias na investigação de modelos de estudantes do ensino médio sobre mudanças de estados físicos da matéria q,q
3816,o estudo da argumentação na formação do professor de ciências: um exemplo de elucidações epistemológicas na carta de galileu à grã-duquesa cristina de lorena.,"a argumentação tem sido tema recorrente em um número crescente de pesquisas em educação em ciências. dotadas de um amplo leque de métodos e propósitos, tais pesquisas desenvolvem-se em torno da relevância atribuída à argumentação num arco que abrange desde a natureza da ciência e o trabalho dos cientistas às altercações entre estudantes em aulas de ciências. sobre a argumentação e o ensino de ciências, é assaz citado o trabalho de driver, newton e osborne (2000), o qual nos parece ter ensejado a ênfase educacional à argumentação nas pesquisas da última década. mas acreditamos que os trabalhos baseados na observação da argumentação entre estudantes, embora atualmente majoritários, não encerram as possibilidades da pesquisa na área da argumentação e o ensino de ciências. este trabalho constitui-se de três partes distintas nas quais (1) revisamos a bibliografia acerca da pesquisa em argumentação e ensino de ciências no brasil e (2) sugerimos possibilidades para as contribuições desta pesquisa sob uma diferente perspectiva: a do estudo da produção de provas argumentativas, ou mesmo da argumentação quando esta apenas serve à apresentação de provas empíricas, em casos exemplares. como valioso exemplo, (3) estudamos a célebre carta de galileu à grã-duquesa cristina de lorena na qual galileu busca compatibilizar o sistema copernicano com o texto bíblico. nosso estudo desta obra situa-se no âmbito da filosofia da argumentação e foca os aspectos argumentativos de útil exploração para os nossos propósitos. no tocante à nossa compreensão da argumentação, são basilares as obras tratado da argumentação  a nova retórica, de perelman & olbrechts-tyteca ([1958] 2005) e retóricas (perelman [1989] 1999). sugerimos, por fim, que o nosso procedimento seja mais do que um trabalho pontual e possa servir como exemplo a ser reproduzido e ensinado como contributo na formação do professor de ciências, para o que elaboramos uma proposta de material a ser utilizada em tais cursos.","ensino de ciências, argumentação, formação docente.",c,o estudo da argumentação na formação do professor de ciências: um exemplo de elucidações epistemológicas na carta de galileu à grã-duquesa cristina de lorena. c,c
804,a construção do ser professor através de narrativas de professores de química.,"partindo da compreensão de que o curso de licenciatura em química é, por excelência, o lócus formador do professor de química, o presente trabalho objetiva analisar a contribuição dada pelo referido curso para a construção de ser professor, ou seja, para o desenvolvimento das concepções que esse profissional tem a respeito do seu fazer específico e que estarão delineando sua postura pedagógica. dessa forma, a análise não privilegia o curso em si; o foco foi ajustado para as percepções que os professores têm sobre o processo formador que experienciaram e que foram sendo reelaboradas no decorrer da prática. a pesquisa dá voz a quatro professores atuantes na cidade de juiz de fora, mg. foram escolhidos professores com práticas variadas, que trabalham em realidades distintas, com os quais foram realizadas entrevistas não estruturadas. a metodologia adotada foi a história de vida com um recorte no percurso de formação profissional, entendido como um processo contínuo que começou com a opção pelo curso de química e que se prolongou com a prática profissional. a partir da evocação de suas lembranças sobre o curso superior e de seus percursos profissionais, foi sendo traçado um perfil do curso de licenciatura em química. percebeu-se que esse curso não se organiza e não se estrutura de forma a preparar profissionais para o fazer pedagógico. ao mesmo tempo em que vai delineando o perfil do curso de professores de química, o trabalho vai revelando as contribuições da abordagem histórico-cultural do conhecimento, através de lev s. vygotsky e de mikhail bakhtin. através desse referencial teórico, o trabalho propõe a reestruturação dos cursos de licenciatura em química, a fim de que seja favorecida a construção de um professor interativo, baseada na proposição do professor reflexivo de schön.",defesa do consumidor.,q,a construção do ser professor através de narrativas de professores de química. q,q
8340,uma proposta de abordagem experimental para o efeito fotoelétrico: construindo conceitos de física moderna e contemporânea com leds e outros componentes de baixo custo,"este trabalho apresenta uma proposta de abordagem experimental para o efeito fotoelétrico baseada em um kit didático capaz de demonstrar a ocorrência (ou não) do fenômeno em função da variação de intensidade e de frequência da luz incidente sobre um material receptor. o principal objetivo é fornecer uma alternativa diferenciada para a construção do conhecimento sobre o assunto. o kit, elaborado com leds e outros componentes de baixo custo presentes no cotidiano, é de fácil reprodução e operação, além de compacto o suficiente para viabilizar a execução de atividades práticas em qualquer sala de aula, sendo assim muito útil principalmente para alunos e professores do ensino médio, os quais muitas vezes não dispõem de laboratórios e equipamentos, seja pela restrição de acesso ou até mesmo pela inexistência destes. com três aplicações em sala de aula, desenvolveu-se uma metodologia onde duas hipóteses excludentes entre si e que se apresentam como explicação para o fenômeno são confrontadas experimentalmente. a validade de somente uma dessas hipóteses é comprovada pelas respostas dadas a dois questionamentos pós-atividade. os resultados obtidos demonstram que os alunos conseguiram compreender o funcionamento do kit, utilizá-lo para realizar a atividade proposta e construir eles próprios o seu conhecimento sobre o assunto. além disso, as críticas e sugestões coletadas ao final do processo demonstram que houve uma aceitação considerável da proposta pelos mesmos. a fim de torná-la acessível aos professores de física interessados na sua utilização, são fornecidos adicionalmente dois roteiros, sendo que um descreve passo a passo a montagem do kit e o outro dá suporte à execução da atividade experimental proposta.","este trabalho apresenta uma proposta de abordagem experimental para o efeito fotoelétrico baseada em um kit didático capaz de demonstrar a ocorrência (ou não) do fenômeno em função da variação de intensidade e de frequência da luz incidente sobre um material receptor. o principal objetivo é fornecer uma alternativa diferenciada para a construção do conhecimento sobre o assunto. o kit, elaborado com leds e outros componentes de baixo custo presentes no cotidiano, é de fácil reprodução e operação, além de compacto o suficiente para viabilizar a execução de atividades práticas em qualquer sala de aula, sendo assim muito útil principalmente para alunos e professores do ensino médio, os quais muitas vezes não dispõem de laboratórios e equipamentos, seja pela restrição de acesso ou até mesmo pela inexistência destes. com três aplicações em sala de aula, desenvolveu-se uma metodologia onde duas hipóteses excludentes entre si e que se apresentam como explicação para o fenômeno são confrontadas experimentalmente. a validade de somente uma dessas hipóteses é comprovada pelas respostas dadas a dois questionamentos pós-atividade. os resultados obtidos demonstram que os alunos conseguiram compreender o funcionamento do kit, utilizá-lo para realizar a atividade proposta e construir eles próprios o seu conhecimento sobre o assunto. além disso, as críticas e sugestões coletadas ao final do processo demonstram que houve uma aceitação considerável da proposta pelos mesmos. a fim de torná-la acessível aos professores de física interessados na sua utilização, são fornecidos adicionalmente dois roteiros, sendo que um descreve passo a passo a montagem do kit e o outro dá suporte à execução da atividade experimental proposta.",f,uma proposta de abordagem experimental para o efeito fotoelétrico: construindo conceitos de física moderna e contemporânea com leds e outros componentes de baixo custo f,f
856,museu científico na história de são paulo: o museu do ipiranga.,"integrado às discussões na área da história das ciências no brasil, este trabalho tomou como objeto de estudo uma instituição científica: o museu paulista, mais conhecido como museu do ipiranga. o museu paulista foi criado em 1893 como uma instituição que deveria dar abrigo a atividades de história natural. inaugurado em 1895, teria por diretor o zoólogo hermann von ihering, até o ano de 1916. a partir de 1917, o museu passaria a ser dirigido pelo engenheiro affonso d'escragnolle taunay. no período da administração taunay, o museu continuaria sendo um espaço para as atividades científicas, mas teria início um processo ao final do qual seria transformado em um museu histórico. tanto a administração ihering, quanto os primeiros anos de administração taunay são focalizados neste trabalho que procura compreender este museu científico como um dado da história de são paulo e esclarecer sua mudança do status científico para o histórico.","ciência, museu, história natural.",c,museu científico na história de são paulo: o museu do ipiranga. c,c
